#STORY EVENTS#;;;;;;;;;;;;;;x;
EVTNAME_rexteut_1001;Adelaide of Italy;Adelaide of Italy;Adelaide of Italy;;Adelaide of Italy;;;;;;;;;x;
EVTDESC_rexteut_5070;To [Root.GetTitledName], \n\n I have heard your offer, and find myself having to accept. In return for your help, I will acknowledge you as my rightful, legal heir.;To [Root.GetTitledName], \n\n I have heard your offer, and find myself having to accept. In return for your help, I will acknowledge you as my rightful, legal heir.;To [Root.GetTitledName], \n\n I have heard your offer, and find myself having to accept. In return for your help, I will acknowledge you as my rightful, legal heir.;;To [Root.GetTitledName], \n\n I have heard your offer, and find myself having to accept. In return for your help, I will acknowledge you as my rightful, legal heir.;;;;;;;;;;
EVTDESC_rexteut_5071;To [Root.GetTitledName], \n\n I have heard your offer, and find that I must decline. I do not need your help, especially help with such a high cost attached.;To [Root.GetTitledName], \n\n I have heard your offer, and find that I must decline. I do not need your help, especially help with such a high cost attached.;To [Root.GetTitledName], \n\n I have heard your offer, and find that I must decline. I do not need your help, especially help with such a high cost attached.;;To [Root.GetTitledName], \n\n I have heard your offer, and find that I must decline. I do not need your help, especially help with such a high cost attached.;;;;;;;;;;
EVTOPTA_rexteut_5071;Fine, be that way.;Fine, be that way.;Fine, be that way.;;Fine, be that way.;;;;;;;;;;
EVTOPTB_rexteut_5071;I will not be denied!;I will not be denied!;I will not be denied!;;I will not be denied!;;;;;;;;;;
EVTDESC_rexteut_5072;The [From.PrimaryTitle.GetFullName] is already paying tribute to you, but surely both realms will benefit if they become a direct Imperial vassal...;The [From.PrimaryTitle.GetFullName] is already paying tribute to you, but surely both realms will benefit if they become a direct Imperial vassal...;The [From.PrimaryTitle.GetFullName] is already paying tribute to you, but surely both realms will benefit if they become a direct Imperial vassal...;;The [From.PrimaryTitle.GetFullName] is already paying tribute to you, but surely both realms will benefit if they become a direct Imperial vassal...;;;;;;;;;;
EVTDESC_rexteut_5073;An emissary has arrived from [From.GetBestName], proposing that [Root.PrimaryTitle.GetBaseName] officially become part of the Empire.;An emissary has arrived from [From.GetBestName], proposing that [Root.PrimaryTitle.GetBaseName] officially become part of the Empire.;An emissary has arrived from [From.GetBestName], proposing that [Root.PrimaryTitle.GetBaseName] officially become part of the Empire.;;An emissary has arrived from [From.GetBestName], proposing that [Root.PrimaryTitle.GetBaseName] officially become part of the Empire.;;;;;;;;;;
EVTOPTA_rexteut_5073;Joining the Empire will bring benefits...;Joining the Empire will bring benefits...;Joining the Empire will bring benefits...;;Joining the Empire will bring benefits...;;;;;;;;;;
EVTOPTB_rexteut_5073;We must retain our independence!;We must retain our independence!;We must retain our independence!;;We must retain our independence!;;;;;;;;;;
EVTDESC_rexteut_5074;To [Root.GetTitledName], \n\n I have heard your offer, and I find myself agreeing with your reasoning. [From.PrimaryTitle.GetBaseName] will benefit greatly from officially being part of the Empire, and henceforth I acknowledge you as my liege lord.;To [Root.GetTitledName], \n\n I have heard your offer, and I find myself agreeing with your reasoning. [From.PrimaryTitle.GetBaseName] will benefit greatly from officially being part of the Empire, and henceforth I acknowledge you as my liege lord.;To [Root.GetTitledName], \n\n I have heard your offer, and I find myself agreeing with your reasoning. [From.PrimaryTitle.GetBaseName] will benefit greatly from officially being part of the Empire, and henceforth I acknowledge you as my liege lord.;;To [Root.GetTitledName], \n\n I have heard your offer, and I find myself agreeing with your reasoning. [From.PrimaryTitle.GetBaseName] will benefit greatly from officially being part of the Empire, and henceforth I acknowledge you as my liege lord.;;;;;;;;;;
EVTDESC_rexteut_5075;To [Root.GetTitledName], \n\n I have heard your offer, but I cannot agree with it. The independence of [From.PrimaryTitle.GetBaseName] cannot be given away so easily, and I will not even attempt to do so.;To [Root.GetTitledName], \n\n I have heard your offer, but I cannot agree with it. The independence of [From.PrimaryTitle.GetBaseName] cannot be given away so easily, and I will not even attempt to do so.;To [Root.GetTitledName], \n\n I have heard your offer, but I cannot agree with it. The independence of [From.PrimaryTitle.GetBaseName] cannot be given away so easily, and I will not even attempt to do so.;;To [Root.GetTitledName], \n\n I have heard your offer, but I cannot agree with it. The independence of [From.PrimaryTitle.GetBaseName] cannot be given away so easily, and I will not even attempt to do so.;;;;;;;;;;
EVTNAME_rexteut_5076;[FromFrom.PrimaryTitle.GetName] joins the Empire;[FromFrom.PrimaryTitle.GetName] joins the Empire;[FromFrom.PrimaryTitle.GetName] joins the Empire;;[FromFrom.PrimaryTitle.GetName] joins the Empire;;;;;;;;;;
EVTDESC_rexteut_5076;[FromFrom.GetTitledNameCap] has responded to an offer by [From.GetTitledName], agreeing to become part of the Holy Roman Empire, with everything that implies.;[FromFrom.GetTitledNameCap] has responded to an offer by [From.GetTitledName], agreeing to become part of the Holy Roman Empire, with everything that implies.;[FromFrom.GetTitledNameCap] has responded to an offer by [From.GetTitledName], agreeing to become part of the Holy Roman Empire, with everything that implies.;;[FromFrom.GetTitledNameCap] has responded to an offer by [From.GetTitledName], agreeing to become part of the Holy Roman Empire, with everything that implies.;;;;;;;;;;
#KARLING EVENTS#;;;;;;;;;;;;;;;
EVTNAME_rexteut_6001;Carolingians regain imperial power;Carolingians regain imperial power;Carolingians regain imperial power;;Carolingians regain imperial power;;;;;;;;;;
EVTDESC_rexteut_6001;With your ascendancy as Holy Roman Emperor, the imperial title is once again held by the direct descendants of Charlemagne.;With your ascendancy as Holy Roman Emperor, the imperial title is once again held by the direct descendants of Charlemagne.;With your ascendancy as Holy Roman Emperor, the imperial title is once again held by the direct descendants of Charlemagne.;;With your ascendancy as Holy Roman Emperor, the imperial title is once again held by the direct descendants of Charlemagne.;;;;;;;;;;
EVTOPTA_rexteut_6001;The imperial crown is where it belongs;The imperial crown is where it belongs;The imperial crown is where it belongs;;The imperial crown is where it belongs;;;;;;;;;;
EVTDESC_rexteut_6002;Since the recent imperial succession, there have been concerns that the Emperor plans to claim the entire Empire, putting your independence in jeopardy. However, it may be possible to maintain some semblance of power if you and your fellow kings assert your inalienable rights as a king before the Emperor can take them away.;Since the recent imperial succession, there have been concerns that the Emperor plans to claim the entire Empire, putting your independence in jeopardy. However, it may be possible to maintain some semblance of power if you and your fellow kings assert your inalienable rights as a king before the Emperor can take them away.;Since the recent imperial succession, there have been concerns that the Emperor plans to claim the entire Empire, putting your independence in jeopardy. However, it may be possible to maintain some semblance of power if you and your fellow kings assert your inalienable rights as a king before the Emperor can take them away.;;Since the recent imperial succession, there have been concerns that the Emperor plans to claim the entire Empire, putting your independence in jeopardy. However, it may be possible to maintain some semblance of power if you and your fellow kings assert your inalienable rights as a king before the Emperor can take them away.;;;;;;;;;;
EVTOPTA_rexteut_6002;Yes. I will not be but another servant of the Emperor!;Yes. I will not be but another servant of the Emperor!;Yes. I will not be but another servant of the Emperor!;;Yes. I will not be but another servant of the Emperor!;;;;;;;;;x;
EVTOPTB_rexteut_6002;No. He is the Emperor and I must accept that.;No. He is the Emperor and I must accept that.;No. He is the Emperor and I must accept that.;;No. He is the Emperor and I must accept that.;;;;;;;;;x;
EVTDESC_rexteut_6003;Your king-vassals are discontent. It seems that they are audaciously defying your imperial authority and declaring that, as kings, they should remain effectively independent of imperial control.;Your king-vassals are discontent. It seems that they are audaciously defying your imperial authority and declaring that, as kings, they should remain effectively independent of imperial control.;Your king-vassals are discontent. It seems that they are audaciously defying your imperial authority and declaring that, as kings, they should remain effectively independent of imperial control.;;Your king-vassals are discontent. It seems that they are audaciously defying your imperial authority and declaring that, as kings, they should remain effectively independent of imperial control.;;;;;;;;;x;
EVTOPTA_rexteut_6003;I have to accept their demands...;I have to accept their demands...;I have to accept their demands...;;I have to accept their demands...;;;;;;;;;x;
EVTOPTB_rexteut_6003;I am the Emperor and the Empire is mine!;I am the Emperor and the Empire is mine!;I am the Emperor and the Empire is mine!;;I am the Emperor and the Empire is mine!;;;;;;;;;x;
EVTNAME_rexteut_6004;The Treaty of Verdun;The Treaty of Verdun;The Treaty of Verdun;;The Treaty of Verdun;;;;;;;;;x;
EVTDESCA_rexteut_6004;An agreement has been made between the Emperor and his king-vassals at the city of Verdun: the Carolingian Empire will remain as a political entity, but the full rights and privileges of the kings within the Empire's borders will be respected. While the Empire itself remains, this treaty effectively divides it, and who can say if it will ever return to the position of power and prestige of Charlemagne, or even if it will hold together at all.;An agreement has been made between the Emperor and his king-vassals at the city of Verdun: the Carolingian Empire will remain as a political entity, but the full rights and privileges of the kings within the Empire's borders will be respected. While the Empire itself remains, this treaty effectively divides it, and who can say if it will ever return to the position of power and prestige of Charlemagne, or even if it will hold together at all.;An agreement has been made between the Emperor and his king-vassals at the city of Verdun: the Carolingian Empire will remain as a political entity, but the full rights and privileges of the kings within the Empire's borders will be respected. While the Empire itself remains, this treaty effectively divides it, and who can say if it will ever return to the position of power and prestige of Charlemagne, or even if it will hold together at all.;;An agreement has been made between the Emperor and his king-vassals at the city of Verdun: the Carolingian Empire will remain as a political entity, but the full rights and privileges of the kings within the Empire's borders will be respected. While the Empire itself remains, this treaty effectively divides it, and who can say if it will ever return to the position of power and prestige of Charlemagne, or even if it will hold together at all.;;;;;;;;;x;
EVTDESCB_rexteut_6004;Despite the Emperor's best attempts to restore imperial authority over the Empire's unruly king-vassals, his efforts have ended in failure! The Treaty of Verdun has been restored to its previous position of importance, and imperial authority is once again stymied.;Despite the Emperor's best attempts to restore imperial authority over the Empire's unruly king-vassals, his efforts have ended in failure! The Treaty of Verdun has been restored to its previous position of importance, and imperial authority is once again stymied.;Despite the Emperor's best attempts to restore imperial authority over the Empire's unruly king-vassals, his efforts have ended in failure! The Treaty of Verdun has been restored to its previous position of importance, and imperial authority is once again stymied.;;Despite the Emperor's best attempts to restore imperial authority over the Empire's unruly king-vassals, his efforts have ended in failure! The Treaty of Verdun has been restored to its previous position of importance, and imperial authority is once again stymied.;;;;;;;;;x;
EVTDESC_rexteut_6005;Rather than accepting your perfectly reasonable demands, the Emperor has instead doubled-down, claiming the entire Emperor and with it the ability to rule you directly as if you were nothing more than a mere count.;Rather than accepting your perfectly reasonable demands, the Emperor has instead doubled-down, claiming the entire Emperor and with it the ability to rule you directly as if you were nothing more than a mere count.;Rather than accepting your perfectly reasonable demands, the Emperor has instead doubled-down, claiming the entire Emperor and with it the ability to rule you directly as if you were nothing more than a mere count.;;Rather than accepting your perfectly reasonable demands, the Emperor has instead doubled-down, claiming the entire Emperor and with it the ability to rule you directly as if you were nothing more than a mere count.;;;;;;;;;x;
EVTOPTA_rexteut_6005;So THAT'S how it's going to be, huh?;So THAT'S how it's going to be, huh?;So THAT'S how it's going to be, huh?;;So THAT'S how it's going to be, huh?;;;;;;;;;x;
EVTOPTB_rexteut_6005;Best not defy the Emperor any more than I have already...;Best not defy the Emperor any more than I have already...;Best not defy the Emperor any more than I have already...;;Best not defy the Emperor any more than I have already...;;;;;;;;;x;
EVTDESC_rexteut_6006;To [Root.GetTitledName], \n\n It is time that you dropped these pretences of imperial authority and recognised the rights and privileges of the kings in the Empire. If you continue to insist otherwise, then there will be dire consequences...;To [Root.GetTitledName], \n\n It is time that you dropped these pretences of imperial authority and recognised the rights and privileges of the kings in the Empire. If you continue to insist otherwise, then there will be dire consequences...;To [Root.GetTitledName], \n\n It is time that you dropped these pretences of imperial authority and recognised the rights and privileges of the kings in the Empire. If you continue to insist otherwise, then there will be dire consequences...;;To [Root.GetTitledName], \n\n It is time that you dropped these pretences of imperial authority and recognised the rights and privileges of the kings in the Empire. If you continue to insist otherwise, then there will be dire consequences...;;;;;;;;;x;
EVTOPTA_rexteut_6006;Fine. I have no choice...;Fine. I have no choice...;Fine. I have no choice...;;Fine. I have no choice...;;;;;;;;;x;
EVTOPTB_rexteut_6006;Never! The Empire is mine to command!;Never! The Empire is mine to command!;Never! The Empire is mine to command!;;Never! The Empire is mine to command!;;;;;;;;;x;
EVTDESC_rexteut_6007;To the traitorous [Root.GetFirstName], \n\n While you may think you can threaten me, the truth is that I'm the emperor by grace of God, and that I can see absolutely no reason as to why I should accept your demands.;To the traitorous [Root.GetFirstName], \n\n While you may think you can threaten me, the truth is that I'm the emperor by grace of God, and that I can see absolutely no reason as to why I should accept your demands.;To the traitorous [Root.GetFirstName], \n\n While you may think you can threaten me, the truth is that I'm the emperor by grace of God, and that I can see absolutely no reason as to why I should accept your demands.;;To the traitorous [Root.GetFirstName], \n\n While you may think you can threaten me, the truth is that I'm the emperor by grace of God, and that I can see absolutely no reason as to why I should accept your demands.;;;;;;;;;x;
EVTOPTA_rexteut_6007;Then we will MAKE [From.GetHerHim] accept them.;Then we will MAKE [From.GetHerHim] accept them.;Then we will MAKE [From.GetHerHim] accept them.;;Then we will MAKE [From.GetHerHim] accept them.;;;;;;;;;x;
EVTNAME_rexteut_6008;Emperor preserves power!;Emperor preserves power!;Emperor preserves power!;;Emperor preserves power!;;;;;;;;;x;
EVTDESC_rexteut_6008;The Carolingian Emperor has quashed a revolt by his king-level vassals, who were concerned that the power of the Emperor would eclipse their own. This has set a precedent that the Empire shall be considered whole and one: a single indivisible realm ruled by a supreme Emperor. ;The Carolingian Emperor has quashed a revolt by his king-level vassals, who were concerned that the power of the Emperor would eclipse their own. This has set a precedent that the Empire shall be considered whole and one: a single indivisible realm ruled by a supreme Emperor. ;The Carolingian Emperor has quashed a revolt by his king-level vassals, who were concerned that the power of the Emperor would eclipse their own. This has set a precedent that the Empire shall be considered whole and one: a single indivisible realm ruled by a supreme Emperor. ;;The Carolingian Emperor has quashed a revolt by his king-level vassals, who were concerned that the power of the Emperor would eclipse their own. This has set a precedent that the Empire shall be considered whole and one: a single indivisible realm ruled by a supreme Emperor. ;;;;;;;;;x;
EVTOPTA_rexteut_6008;Just as things should be.;Just as things should be.;Just as things should be.;;Just as things should be.;;;;;;;;;x;
EVTOPTB_rexteut_6008;Damn it all!;Damn it all!;Damn it all!;;Damn it all!;;;;;;;;;x;
EVTNAME_rexteut_6009;Imperial Authority restored!;Imperial Authority restored!;Imperial Authority restored!;;Imperial Authority restored!;;;;;;;;;x;
EVTDESC_rexteut_6009;While the Treaty of Verdun partitioned the Carolingian Empire, the Emperor has declared that times have changed, and that by extension the partition is no longer valid. While this will give the Emperor the potential to increase the scope of imperial authority should it be accepted, the king-vassals that have benefited from the Treaty are highly unlikely to do so...;While the Treaty of Verdun partitioned the Carolingian Empire, the Emperor has declared that times have changed, and that by extension the partition is no longer valid. While this will give the Emperor the potential to increase the scope of imperial authority should it be accepted, the king-vassals that have benefited from the Treaty are highly unlikely to do so...;While the Treaty of Verdun partitioned the Carolingian Empire, the Emperor has declared that times have changed, and that by extension the partition is no longer valid. While this will give the Emperor the potential to increase the scope of imperial authority should it be accepted, the king-vassals that have benefited from the Treaty are highly unlikely to do so...;;While the Treaty of Verdun partitioned the Carolingian Empire, the Emperor has declared that times have changed, and that by extension the partition is no longer valid. While this will give the Emperor the potential to increase the scope of imperial authority should it be accepted, the king-vassals that have benefited from the Treaty are highly unlikely to do so...;;;;;;;;;x;
EVTOPTA_rexteut_6009;The Emperor will not get away with this!;The Emperor will not get away with this!;The Emperor will not get away with this!;;The Emperor will not get away with this!;;;;;;;;;x;
EVTOPTB_rexteut_6009;The Emperor is right, times have changed...;The Emperor is right, times have changed...;The Emperor is right, times have changed...;;The Emperor is right, times have changed...;;;;;;;;;x;
EVTNAME_rexteut_6010;Carolingian Empire no more?;Carolingian Empire no more?;Carolingian Empire no more?;;Carolingian Empire no more?;;;;;;;;;x;
EVTDESC_rexteut_6010;While the Carolingians have been Emperors since Charlemagne, the dynasty has now lost the Imperial crown to another. As the Empire they once ruled is seen by many as a continuation of the Roman Empire, and due to the strong link with the Papacy, there have been those who have begun to call it by the name “Sancrum Romanum Imperium”: the Holy Roman Empire.;While the Carolingians have been Emperors since Charlemagne, the dynasty has now lost the Imperial crown to another. As the Empire they once ruled is seen by many as a continuation of the Roman Empire, and due to the strong link with the Papacy, there have been those who have begun to call it by the name “Sancrum Romanum Imperium”: the Holy Roman Empire.;While the Carolingians have been Emperors since Charlemagne, the dynasty has now lost the Imperial crown to another. As the Empire they once ruled is seen by many as a continuation of the Roman Empire, and due to the strong link with the Papacy, there have been those who have begun to call it by the name “Sancrum Romanum Imperium”: the Holy Roman Empire.;;While the Carolingians have been Emperors since Charlemagne, the dynasty has now lost the Imperial crown to another. As the Empire they once ruled is seen by many as a continuation of the Roman Empire, and due to the strong link with the Papacy, there have been those who have begun to call it by the name “Sancrum Romanum Imperium”: the Holy Roman Empire.;;;;;;;;;x;
EVTOPTA_rexteut_6010;That has a nice ring to it.;That has a nice ring to it.;That has a nice ring to it.;;That has a nice ring to it.;;;;;;;;;x;
EVTOPTB_rexteut_6010;Holy *what* Empire?!;Holy *what* Empire?!;Holy *what* Empire?!;;Holy *what* Empire?!;;;;;;;;;x;
EVTDESC_rexteut_6012;The Kingdom of the Lombards has fallen to the King of the Franks, [Root.Liege.GetFirstName]. However, with his capital so far from yours, it's highly likely he'll be unable to fully exert his authority over you, giving you an excellent opportunity to declare your independence from your new Frankish overlords.;The Kingdom of the Lombards has fallen to the King of the Franks, [Root.Liege.GetFirstName]. However, with his capital so far from yours, it's highly likely he'll be unable to fully exert his authority over you, giving you an excellent opportunity to declare your independence from your new Frankish overlords.;The Kingdom of the Lombards has fallen to the King of the Franks, [Root.Liege.GetFirstName]. However, with his capital so far from yours, it's highly likely he'll be unable to fully exert his authority over you, giving you an excellent opportunity to declare your independence from your new Frankish overlords.;;The Kingdom of the Lombards has fallen to the King of the Franks, [Root.Liege.GetFirstName]. However, with his capital so far from yours, it's highly likely he'll be unable to fully exert his authority over you, giving you an excellent opportunity to declare your independence from your new Frankish overlords.;;;;;;;;;x;
EVTOPTA_rexteut_6012;Freedom!;Freedom!;Freedom!;;Freedom!;;;;;;;;;x;
EVTOPTB_rexteut_6012;He is my liege now and I'm going to have to accept that;He is my liege now and I'm going to have to accept that;He is my liege now and I'm going to have to accept that;;He is my liege now and I'm going to have to accept that;;;;;;;;;x;
EVTDESC_rexteut_6013;While your conquest of the Lombard Kingdom has given you great glory and prestige, it has also made your newly expanded realm just that little bit harder to rule over, especially in the south of Italy. As such, [From.GetTitledFirstName] has taken advantage of this to declare [From.GetHerHis] independence from your benevolent rule.;While your conquest of the Lombard Kingdom has given you great glory and prestige, it has also made your newly expanded realm just that little bit harder to rule over, especially in the south of Italy. As such, [From.GetTitledFirstName] has taken advantage of this to declare [From.GetHerHis] independence from your benevolent rule.;While your conquest of the Lombard Kingdom has given you great glory and prestige, it has also made your newly expanded realm just that little bit harder to rule over, especially in the south of Italy. As such, [From.GetTitledFirstName] has taken advantage of this to declare [From.GetHerHis] independence from your benevolent rule.;;While your conquest of the Lombard Kingdom has given you great glory and prestige, it has also made your newly expanded realm just that little bit harder to rule over, especially in the south of Italy. As such, [From.GetTitledFirstName] has taken advantage of this to declare [From.GetHerHis] independence from your benevolent rule.;;;;;;;;;x;
EVTOPTA_rexteut_6013;Damn [From.GetHerHim]!;Damn [From.GetHerHim]!;Damn [From.GetHerHim]!;;Damn [From.GetHerHim]!;;;;;;;;;x;
EVTDESC_rexteut_6015;The Duchy of Aquitaine has been a part of the Frankish realm since 507, but since then has always had something of a quasi-independent existence. Following the defeat of the rebellion of your predecessor Waifar by the forces of the Frankish king Pépin, however, Aquitaine is seeing its independence increasingly quashed by your Frankish suzerains. If you don't make your move for true independence now, it may soon be too late...;The Duchy of Aquitaine has been a part of the Frankish realm since 507, but since then has always had something of a quasi-independent existence. Following the defeat of the rebellion of your predecessor Waifar by the forces of the Frankish king Pépin, however, Aquitaine is seeing its independence increasingly quashed by your Frankish suzerains. If you don't make your move for true independence now, it may soon be too late...;The Duchy of Aquitaine has been a part of the Frankish realm since 507, but since then has always had something of a quasi-independent existence. Following the defeat of the rebellion of your predecessor Waifar by the forces of the Frankish king Pépin, however, Aquitaine is seeing its independence increasingly quashed by your Frankish suzerains. If you don't make your move for true independence now, it may soon be too late...;;The Duchy of Aquitaine has been a part of the Frankish realm since 507, but since then has always had something of a quasi-independent existence. Following the defeat of the rebellion of your predecessor Waifar by the forces of the Frankish king Pépin, however, Aquitaine is seeing its independence increasingly quashed by your Frankish suzerains. If you don't make your move for true independence now, it may soon be too late...;;;;;;;;;;
EVTOPTA_rexteut_6015;Aquitaine will be free!;Aquitaine will be free!;Aquitaine will be free!;;Aquitaine will be free!;;;;;;;;;;
EVTOPTB_rexteut_6015;I cannot hope to defeat the Franks...;I cannot hope to defeat the Franks...;I cannot hope to defeat the Franks...;;I cannot hope to defeat the Franks...;;;;;;;;;;
EVTDESC_rexteut_6016;To the [GetFromRootInsult] [Root.GetFirstName]\n\nThe Duchy of Aquitaine owes no allegiance to the Franks. It is time that you recognised our independence, or we will be forced once again to take up arms against you, and this time we shall succeed!;To the [GetFromRootInsult] [Root.GetFirstName]\n\nThe Duchy of Aquitaine owes no allegiance to the Franks. It is time that you recognised our independence, or we will be forced once again to take up arms against you, and this time we shall succeed!;To the [GetFromRootInsult] [Root.GetFirstName]\n\nThe Duchy of Aquitaine owes no allegiance to the Franks. It is time that you recognised our independence, or we will be forced once again to take up arms against you, and this time we shall succeed!;;To the [GetFromRootInsult] [Root.GetFirstName]\n\nThe Duchy of Aquitaine owes no allegiance to the Franks. It is time that you recognised our independence, or we will be forced once again to take up arms against you, and this time we shall succeed!;;;;;;;;;;
EVTOPTA_rexteut_6016;Well, if it's war you want, war you shall have.;Well, if it's war you want, war you shall have.;Well, if it's war you want, war you shall have.;;Well, if it's war you want, war you shall have.;;;;;;;;;;
EVTOPTB_rexteut_6016;This is not worth fighting over...;This is not worth fighting over...;This is not worth fighting over...;;This is not worth fighting over...;;;;;;;;;;
EVTDESC_rexteut_6017;To the [GetFromRootInsult] [Root.GetFirstName]\n\nI will not tolerate your attempts to threaten and coerce me, and if this is a matter that can only be resolved with bloodshed, then so be it. I will finish the work of my father and grandfather before him and end this silly notion of Aquitainian independence for good.;To the [GetFromRootInsult] [Root.GetFirstName]\n\nI will not tolerate your attempts to threaten and coerce me, and if this is a matter that can only be resolved with bloodshed, then so be it. I will finish the work of my father and grandfather before him and end this silly notion of Aquitainian independence for good.;To the [GetFromRootInsult] [Root.GetFirstName]\n\nI will not tolerate your attempts to threaten and coerce me, and if this is a matter that can only be resolved with bloodshed, then so be it. I will finish the work of my father and grandfather before him and end this silly notion of Aquitainian independence for good.;;To the [GetFromRootInsult] [Root.GetFirstName]\n\nI will not tolerate your attempts to threaten and coerce me, and if this is a matter that can only be resolved with bloodshed, then so be it. I will finish the work of my father and grandfather before him and end this silly notion of Aquitainian independence for good.;;;;;;;;;;
EVTOPTA_rexteut_6017;Bring it on!;Bring it on!;Bring it on!;;Bring it on!;;;;;;;;;;
EVTDESC_rexteut_6018;To the [GetFromRootInsult] [Root.GetFirstName]\n\nAll things considered, it's becoming increasingly clear that you violent, malcontent Aquitainians are far more trouble than you're worth. Very well. You may have your wretched independence, and I for one shall be glad to see you gone from my realm.;To the [GetFromRootInsult] [Root.GetFirstName]\n\nAll things considered, it's becoming increasingly clear that you violent, malcontent Aquitainians are far more trouble than you're worth. Very well. You may have your wretched independence, and I for one shall be glad to see you gone from my realm.;To the [GetFromRootInsult] [Root.GetFirstName]\n\nAll things considered, it's becoming increasingly clear that you violent, malcontent Aquitainians are far more trouble than you're worth. Very well. You may have your wretched independence, and I for one shall be glad to see you gone from my realm.;;To the [GetFromRootInsult] [Root.GetFirstName]\n\nAll things considered, it's becoming increasingly clear that you violent, malcontent Aquitainians are far more trouble than you're worth. Very well. You may have your wretched independence, and I for one shall be glad to see you gone from my realm.;;;;;;;;;;
#MISC EVENTS#;;;;;;;;;;;;;;;
EVTNAME_rexteut_7001;Fatimids take Egypt!;Fatimids take Egypt!;Fatimids take Egypt!;;Fatimids take Egypt!;;;;;;;;;;
EVTDESC_rexteut_7001;Shia armies of the Fatimid Caliphate have successfully conquered Egypt. To commemorate this momentous victory, [Root.GetTitledName] has ordered the construction of a grand new capital near the city of Fustat, named Cairo, derived from al-Qahira: the Victorious.;Shia armies of the Fatimid Caliphate have successfully conquered Egypt. To commemorate this momentous victory, [Root.GetTitledName] has ordered the construction of a grand new capital near the city of Fustat, named Cairo, derived from al-Qahira: the Victorious.;Shia armies of the Fatimid Caliphate have successfully conquered Egypt. To commemorate this momentous victory, [Root.GetTitledName] has ordered the construction of a grand new capital near the city of Fustat, named Cairo, derived from al-Qahira: the Victorious.;;Shia armies of the Fatimid Caliphate have successfully conquered Egypt. To commemorate this momentous victory, [Root.GetTitledName] has ordered the construction of a grand new capital near the city of Fustat, named Cairo, derived from al-Qahira: the Victorious.;;;;;;;;;;
EVTOPTA_rexteut_7001;And a fine capital it will be!;And a fine capital it will be!;And a fine capital it will be!;;And a fine capital it will be!;;;;;;;;;;
EVTDESC_rexteut_7002;A Papal emissary arrived today: it seems relations between the Pope and the King of Italy are not the most cordial right now. As one of the most powerful kings in Europe, the Pope feels that you are more worthy to the Italian throne, and is offering you his blessing to claim the Iron Crown for yourself.;A Papal emissary arrived today: it seems relations between the Pope and the King of Italy are not the most cordial right now. As one of the most powerful kings in Europe, the Pope feels that you are more worthy to the Italian throne, and is offering you his blessing to claim the Iron Crown for yourself.;A Papal emissary arrived today: it seems relations between the Pope and the King of Italy are not the most cordial right now. As one of the most powerful kings in Europe, the Pope feels that you are more worthy to the Italian throne, and is offering you his blessing to claim the Iron Crown for yourself.;;A Papal emissary arrived today: it seems relations between the Pope and the King of Italy are not the most cordial right now. As one of the most powerful kings in Europe, the Pope feels that you are more worthy to the Italian throne, and is offering you his blessing to claim the Iron Crown for yourself.;;;;;;;;;;
EVTOPTA_rexteut_7002;Thank you, I accept.;Thank you, I accept.;Thank you, I accept.;;Thank you, I accept.;;;;;;;;;;
EVTOPTB_rexteut_7002;I'm afraid I cannot accept this gift.;I'm afraid I cannot accept this gift.;I'm afraid I cannot accept this gift.;;I'm afraid I cannot accept this gift.;;;;;;;;;;
EVTDESC_rexteut_7003;Relations between you and the Papacy haven't been great lately, but the Pope has responded by offering [From.GetTitledName] of Germany a claim on your titles. To make matters worse, [From.GetFirstName] has accepted the offer, and may well choose to seize your kingdom by force!;Relations between you and the Papacy haven't been great lately, but the Pope has responded by offering [From.GetTitledName] of Germany a claim on your titles. To make matters worse, [From.GetFirstName] has accepted the offer, and may well choose to seize your kingdom by force!;Relations between you and the Papacy haven't been great lately, but the Pope has responded by offering [From.GetTitledName] of Germany a claim on your titles. To make matters worse, [From.GetFirstName] has accepted the offer, and may well choose to seize your kingdom by force!;;Relations between you and the Papacy haven't been great lately, but the Pope has responded by offering [From.GetTitledName] of Germany a claim on your titles. To make matters worse, [From.GetFirstName] has accepted the offer, and may well choose to seize your kingdom by force!;;;;;;;;;;
EVTOPTA_rexteut_7003;A pox on both of them!;A pox on both of them!;A pox on both of them!;;A pox on both of them!;;;;;;;;;;
EVTNAME_rexteut_7004;Pope interferes in Italy!;Pope interferes in Italy!;Pope interferes in Italy!;;Pope interferes in Italy!;;;;;;;;;;
